TITLE|ISSN|ISBN|START_DATE|END_DATE|PROVIDER|URL|EMBARGO|ENUMCAPTION1|ENUMSTART1|ENUMEND1|ENUMCAPTION2|ENUMSTART2|ENUMEND2
Philosophical books|0031-8051||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0031-8051&amp;genre=journal|365|Volume|undef||Issue|undef||
Journal of anatomy|0021-8782||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=7Y3&amp;scope=site|365|Volume|undef||Issue|undef||
European journal of phycology|0967-0262||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=7XV&amp;scope=site|365|Volume|undef||Issue|undef||
NACLA Report on the Americas|1071-4839||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=NACLA+Report+on+the+Americas&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D15960&amp;genre=journal|0|Volume|undef||Issue|undef||
National forum|0162-1831||19900101|20011231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=National+Forum|0|Volume|undef|undef|Issue|undef|undef|
Journal of theoretical & computational chemistry|0219-6336||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=P5M&amp;scope=site|365|Volume|undef||Issue|undef||
Computer music journal|0148-9267||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://muse.jhu.edu/cgi-bin/resolve_openurl.cgi?genre=&amp;eissn=1531-5169&amp;issn=0148-9267|365|Volume|undef||Issue|undef||
Mission studies|0168-9789||20040101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=GBA&amp;scope=site|365|Volume|undef||Issue|undef||
Wound repair and regeneration|1067-1927||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=1067-1927&amp;genre=journal|365|Volume|undef||Issue|undef||
Turkish journal of botany|1300-008X||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=KDR&amp;scope=site|0|Volume|undef||Issue|undef||
Harvard review of psychiatry|1067-3229||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/hrp|365|Volume|undef||Issue|undef||
The Ahfad journal|0255-4070||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Ahfad+Journal|0|Volume|undef||Issue|undef||
Behavioral sciences & the law|0735-3936||19830101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=BUK&amp;scope=site|365|Volume|undef||Issue|undef||
Monte Carlo methods and applications|0929-9629||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=C4A&amp;scope=site|0|Volume|undef||Issue|undef||
Education in Canada|0706-3679||19990101|20011231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=9IE&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Journal of developmental education|0894-3907||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=JEV&amp;scope=site|0|Volume|undef||Issue|undef||
Journal of contemporary religion|1353-7903||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=cjcr20&amp;genre=journal|365|Volume|undef||Issue|undef||
Quality in Higher Education|1353-8322||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=cqhe20&amp;genre=journal|365|Volume|undef||Issue|undef||
Psychodynamic counselling|1353-3339||19980101|20011231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=5C3&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Parallax|1353-4645||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=tpar20&amp;genre=journal|365|Volume|undef||Issue|undef||
International Journal of Water Resources Development|0790-0627||19950101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=cijw20&amp;genre=journal|365|Volume|undef||Issue|undef||
Modern Italy|1353-2944||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=cmit20&amp;genre=journal|365|Volume|undef||Issue|undef||
International Journal of Heritage Studies|1352-7258||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=B7Q&amp;scope=site|365|Volume|undef||Issue|undef||
The Red herring|1080-076X||20070101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/itw/infomark/1/1/1/purl=rc18_CPI_0__jn+%22Red+Herring%22?sw_aep=st46245|0|Volume|undef||Issue|undef||
Evangelical review of theology|0144-8153||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=GLD&amp;scope=site|0|Volume|undef||Issue|undef||
Environmental science & technology|0013-936X||19960101||American Chemical Society Journals|http://pubs.acs.org/loi/esthag|0|Volume|30||Issue|1||
Russian journal of organic chemistry|1070-4280||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=GKG&amp;scope=site|365|Volume|undef||Issue|undef||
Journal of medicinal and pharmaceutical chemistry|0095-9065||19590101|19621231|American Chemical Society Journals|http://proxy.library.brocku.ca/login?url=http://pubs.acs.org/loi/jmcmar|0|Volume|1|5|Issue|1|6|
Scientific studies of reading|1088-8438||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=hssr20&amp;genre=journal|365|Volume|undef||Issue|undef||
Nature reviews. Genetics|1471-0056||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=LKE&amp;scope=site|365|Volume|undef||Issue|undef||
Antarctic journal of the United States|0003-5335||19920101|19961231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=AJV&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Irrigation and drainage systems|0168-6291||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=KQF&amp;scope=site|365|Volume|undef||Issue|undef||
Journal of cross-cultural gerontology|0169-3816||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=LTS&amp;scope=site|365|Volume|undef||Issue|undef||
Applied biochemistry and microbiology|0003-6838||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=N2H&amp;scope=site|365|Volume|undef||Issue|undef||
Dialectical anthropology|0304-4092||19970101|20091231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=5H9&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
The international journal of eating disorders|0276-3478||19810101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=IJD&amp;scope=site|365|Volume|undef||Issue|undef||
Plant molecular biology reporter|0735-9640||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=PMB&amp;scope=site|365|Volume|undef||Issue|undef||
Geophysical journal international|0956-540X||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0956-540X&amp;genre=journal|365|Volume|undef||Issue|undef||
Nepantla|1527-0858||20000101|20031231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://muse.jhu.edu/cgi-bin/resolve_openurl.cgi?genre=&amp;eissn=1529-1650&amp;issn=1527-0858|0|Volume|undef|undef|Issue|undef|undef|
International journal of technology and design education|0957-7572||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=OGV&amp;scope=site|365|Volume|undef||Issue|undef||
Popular Music History|1740-7133||20040101|20091231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=SY0&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
European journal of social quality|1461-7919||20050101|20061231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=European+Journal+of+Social+Quality|0|Volume|undef|undef|Issue|undef|undef|
The Mississippi Quarterly|0026-637X||19950101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;res_dat=xri:pao-us&amp;issn=0026637X|0|Volume|undef||Issue|undef||
Transactions of the Institute of British Geographers|0020-2754||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/00202754.html|365|Volume|undef||Issue|undef||
Mnemosyne|0026-7074||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;res_dat=xri:pao-us&amp;issn=00267074|365|Volume|undef||Issue|undef||
Nutrition & health forum|1091-2428||19960101|19971231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=1QO&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Journal of advanced academics|1932-202X||20060101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=261P&amp;scope=site|0|Volume|undef||Issue|undef||
Libraries & the cultural record|1932-4855||20060101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://muse.jhu.edu/cgi-bin/resolve_openurl.cgi?genre=&amp;eissn=1932-9555&amp;issn=1932-4855|365|Volume|undef||Issue|undef||
Journal of structural chemistry|0022-4766||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=NA8&amp;scope=site|365|Volume|undef||Issue|undef||
Cognitive neuropsychology|0264-3294||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=pcgn20&amp;genre=journal|365|Volume|undef||Issue|undef||
Computer supported cooperative work|0925-9724||19970101|20091231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=OEB&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
American Indian quarterly|0095-182X||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://muse.jhu.edu/cgi-bin/resolve_openurl.cgi?genre=&amp;eissn=1534-1828&amp;issn=0095-182X|0|Volume|undef||Issue|undef||
IET Computer Vision|1751-9632||20070101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=bth&amp;jn=2Z1L&amp;scope=site|365|Volume|undef||Issue|undef||
Folia geobotanica|1211-9520||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/12119520.html|365|Volume|undef||Issue|undef||
Teaching Pre K - 8|0891-4508||19910101|20071231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=TPK&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Inter-Asia cultural studies|1464-9373||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=B8U&amp;scope=site|365|Volume|undef||Issue|undef||
Medsurg Nursing|1092-0811||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Medsurg+Nursing&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D37440&amp;genre=journal|0|Volume|undef||Issue|undef||
Surgical practice|1744-1625||20050101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=1738&amp;scope=site|365|Volume|undef||Issue|undef||
Alternatives: turkish Journal of International Relations|1303-5525||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=KVK&amp;scope=site|0|Volume|undef||Issue|undef||
Journal of school health|0022-4391||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Journal+of+school+health&amp;url_ver=Z39.88-2004&amp;genre=journal&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_dat=xri%3Apqd%3APMID%3D26287|365|Volume|undef||Issue|undef||
Theoretical issues in ergonomics|1463-922X||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=ttie20&amp;genre=journal|365|Volume|undef||Issue|undef||
Manufacturing engineer|0956-9944||||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=bth&amp;jn=4UCV&amp;scope=site|0|Volume|||Issue|||
Poetics today|0333-5372||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://muse.jhu.edu/cgi-bin/resolve_openurl.cgi?genre=&amp;eissn=1527-5507&amp;issn=0333-5372|365|Volume|undef||Issue|undef||
National wildlife|0028-0402||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/itw/infomark/1/1/1/purl=rc18_CPI_0__jn+%22National+Wildlife%22?sw_aep=st46245|0|Volume|undef||Issue|undef||
Medical informatics and the Internet in medicine|1463-9238||19990101|20071231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=BAX&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
The Personnel and guidance journal|0031-5737||19740101|19841231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=JZB&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Grana|0017-3134||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=B7F&amp;scope=site|365|Volume|undef||Issue|undef||
International applied mechanics|1063-7095||20030101|20091231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=N9W&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Urban forum|1015-3802||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=URF&amp;scope=site|365|Volume|undef||Issue|undef||
Astronomy reports|1063-7729||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=J03&amp;scope=site|365|Volume|undef||Issue|undef||
Perio reports|1055-0712||20030101|20041231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=KGE&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Crystallography reports|1063-7745||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=J04&amp;scope=site|365|Volume|undef||Issue|undef||
Journal of statistical physics|0022-4715||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=41D&amp;scope=site|365|Volume|undef||Issue|undef||
American Journal of Psychotherapy|0002-9564||19750101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=ATC&amp;scope=site|0|Volume|undef||Issue|undef||
Christianity & Literature|0148-3331||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&amp;xri:pqil:res_ver=0.2&amp;res_id=xri:lion-us&amp;rft_id=xri:lion:contents:abl_toc/ChristianityandLiterature/issues.jsp|0|Volume|undef||Issue|undef||
International studies review|1521-9488||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/15219488.html|365|Volume|undef||Issue|undef||
